country,year,regions,decision_freedom_core,decision_equality_core,decision_control_core,intermediate_freedom_core,intermediate_equality_core,intermediate_control_core,communication_freedom_core,communication_equality_core,communication_control_core,rights_freedom_core,rights_equality_core,rights_control_core,rule_settlement_freedom_core,rule_settlement_equality_core,rule_settlement_control_core,freedom_dim_index_core,equality_dim_index_core,control_dim_index_core,decision_inst_index_core,intermediate_inst_index_core,communication_inst_index_core,rights_inst_index_core,rule_settlement_inst_index_core,total_index_core,classification_core,decision_freedom_context,decision_equality_context,decision_control_context,intermediate_freedom_context,intermediate_equality_context,intermediate_control_context,communication_freedom_context,communication_equality_context,communication_control_context,rights_freedom_context,rights_equality_context,rights_control_context,rule_settlement_freedom_context,rule_settlement_equality_context,rule_settlement_control_context,freedom_dim_index_context,equality_dim_index_context,control_dim_index_context,decision_inst_index_context,intermediate_inst_index_context,communication_inst_index_context,rights_inst_index_context,rule_settlement_inst_index_context,total_index_context,classification_context,decision_freedom_trade_off,decision_equality_trade_off,decision_control_trade_off,intermediate_freedom_trade_off,intermediate_equality_trade_off,intermediate_control_trade_off,communication_freedom_trade_off,communication_equality_trade_off,communication_control_trade_off,rights_freedom_trade_off,rights_equality_trade_off,rights_control_trade_off,rule_settlement_freedom_trade_off,rule_settlement_equality_trade_off,rule_settlement_control_trade_off,freedom_dim_index_trade_off,equality_dim_index_trade_off,control_dim_index_trade_off,decision_inst_index_trade_off,intermediate_inst_index_trade_off,communication_inst_index_trade_off,rights_inst_index_trade_off,rule_settlement_inst_index_trade_off,total_index_trade_off
Papua New Guinea,2020,Small island states,0.293254543,0.588107334,0.44448412,0.835741502,0.418705352,0.56127519,0.770870134,0.842646412,0.692815128,0.648797303,0.661981548,0.713546952,0.666656566,0.416758233,0.707650752,0.605984934,0.564349456,0.614013892,0.424801327,0.581280083,0.766327927,0.674205812,0.581480436,0.59437798,Deficient Democracy,0.225430948,0.463479533,0.341684311,0.659385946,0.334296587,0.442836657,0.70371315,0.723672667,0.632458172,0.584704841,0.564871004,0.643058094,0.517180727,0.329946742,0.548983313,0.501216758,0.461338352,0.507857596,0.329273196,0.460438606,0.685472256,0.59663958,0.454166511,0.489698791,Hybrid Regime,NA,NA,0.33336309,0.753454688,0.355254596,0.56127519,0.706604175,0.702234618,0.692815128,0.648797303,0.661981548,0.701110079,0.572639231,0.416758233,0.615656154,NA,NA,0.56178098,NA,0.531607252,0.700527624,0.670265774,0.527676601,NA
Paraguay,2020,Latin America,0.614695061,0.842775815,0.753836579,0.787095808,0.527915156,0.734317801,0.797545402,0.746498426,0.701522731,0.59068157,0.494560946,0.553613456,0.65498001,0.60161391,0.726781408,0.683604386,0.629460606,0.689862744,0.730942137,0.673222458,0.747495679,0.544828677,0.659148459,0.667081192,Deficient Democracy,0.575255062,0.726443372,0.705468997,0.662683748,0.431611322,0.61824808,0.69227483,0.619697576,0.608926499,0.463989074,0.390558707,0.434871525,0.527731871,0.481171445,0.585583844,0.578193597,0.515812797,0.583486925,0.665549021,0.561290004,0.639255399,0.428731128,0.529786335,0.558297272,Deficient Democracy,0.553225555,0.716359443,0.565377434,0.66151388,0.48016576,0.734317801,0.669362844,0.67985204,0.701522731,0.59068157,0.494560946,0.504118323,0.58800361,0.60161391,0.614164223,0.610895944,0.586806417,0.618039531,0.607375446,0.615561433,0.683448694,0.52808266,0.601165605,0.605098556
Peru,2020,Latin America,0.923135244,0.967934719,0.827072378,0.879371835,0.777327179,0.939402789,0.887945881,0.895026128,0.938123248,0.780620155,0.60059328,0.71992745,0.617677379,0.72479578,0.917408423,0.809478219,0.782377499,0.863975333,0.904103823,0.86273235,0.906763513,0.696257127,0.743327201,0.81791396,Deficient Democracy,0.911723391,0.889248664,0.81684806,0.728254753,0.653939411,0.77796959,0.845339512,0.807302543,0.893109214,0.629594079,0.498619406,0.580643552,0.517569077,0.61333428,0.768722065,0.711936583,0.678285751,0.759866828,0.871650801,0.718226051,0.847859752,0.566995754,0.624901598,0.715918903,Deficient Democracy,0.830821719,0.822744511,0.687121235,0.745218662,0.701581064,0.939402789,0.728990259,0.831492688,0.938123248,0.780620155,0.60059328,0.710932008,NA,0.72479578,NA,NA,0.731138212,NA,0.777323985,0.788989352,0.828476167,0.693345071,NA,NA
Philippines,2020,South-East Asia,0.498093433,0.810856458,0.639046573,0.667736666,0.53620178,0.748563697,0.48988381,0.846235455,0.717354736,0.45910463,0.555611169,0.70795457,0.115481957,0.449849803,0.476749626,0.386622377,0.620469432,0.649767819,0.636691573,0.644744153,0.667481794,0.565235386,0.291490235,0.538172942,Hybrid Regime,0.394410607,0.659188995,0.506023027,0.539768387,0.440429546,0.605105335,0.442786806,0.735002968,0.648388874,0.365813742,0.45309808,0.564096926,0.093202488,0.369208171,0.384772242,0.317254393,0.513485049,0.533186146,0.508599902,0.523968233,0.595351025,0.45387402,0.236574273,0.442865077,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,2020,Europe,0.686252648,0.942468411,0.79009069,0.837938015,0.890790197,0.641410068,0.728337317,0.747931786,0.671518883,0.666023854,0.825078482,0.594336363,0.828411002,0.560855903,0.797926108,0.746024046,0.780998421,0.694341598,0.799483049,0.782301864,0.715183677,0.688661466,0.718378417,0.739591746,Deficient Democracy,0.666896434,0.915852701,0.767805655,0.803427273,0.859833603,0.614993391,0.685295177,0.715164904,0.63183451,0.657555913,0.808143268,0.586779869,0.772185445,0.533778182,0.743769608,0.714673021,0.753527459,0.665162484,0.776923833,0.751756418,0.676543518,0.678107817,0.674280012,0.710195756,Deficient Democracy,NA,NA,0.592568018,0.646562884,0.871538591,0.641410068,0.618535907,0.673704238,0.671518883,0.666023854,0.825078482,0.589545159,NA,0.560855903,NA,NA,NA,NA,NA,0.712324237,0.654079907,0.686805937,NA,NA
Portugal,2020,Europe,0.962348088,0.978127728,0.96354951,0.916605655,0.895713815,0.908142129,0.928569597,0.86994797,0.979946127,0.844065655,0.867035262,0.863742362,0.820747166,0.810236305,0.872550516,0.892859163,0.882554058,0.91639133,0.967981962,0.906779881,0.925060165,0.858220867,0.834072669,0.89715693,Working Democracy,0.926637513,0.949164026,0.927794353,0.908711188,0.881957785,0.900320556,0.899481619,0.846718502,0.949248751,0.799249489,0.834346952,0.817881449,0.763260942,0.772681256,0.811435917,0.856912919,0.855017563,0.879497688,0.934474864,0.896926688,0.897505515,0.817033386,0.782184516,0.863738231,Working Democracy,0.914230683,0.782502182,0.722662132,0.710774347,0.872925235,0.908142129,0.724463757,0.84368139,0.979946127,0.844065655,0.867035262,0.8481542,NA,0.810236305,NA,NA,0.834560657,NA,0.802587176,0.825950852,0.842944752,0.853026656,NA,NA
Qatar,2020,Middle East and North Africa,0.001,0.001,0.001,0.063974022,0.155731399,0.117203064,0.195623722,0.081487083,0.08322797,0.387382668,0.431577229,0.527832358,0.405059563,0.472544772,0.04998861,0.072213243,0.07631208,0.048096677,0.001,0.105302723,0.109881993,0.445209996,0.212297219,0.064235494,Hard Autocracy,0.000751,0.000855934,0.000751,0.049231078,0.134931826,0.090193378,0.151342227,0.070791064,0.06438844,0.357823065,0.409678303,0.487555608,0.347226459,0.432125896,0.042851397,0.058671084,0.067938708,0.0390771,0.000784465,0.084302955,0.088358599,0.414997185,0.185949935,0.053804827,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of the Congo,2020,Sub-Saharan Africa,0.094224551,0.615811131,0.334396786,0.615287235,0.507121662,0.546403482,0.253387065,0.649391104,0.567511407,0.202040638,0.321949185,0.137153715,0.078037047,0.449832979,0.555695313,0.187479245,0.493833936,0.379803438,0.268714583,0.554499521,0.453685735,0.207401175,0.269192497,0.327615424,Moderate Autocracy,0.072365823,0.506189824,0.256821587,0.480032177,0.420135659,0.426290743,0.221849183,0.569933508,0.496875962,0.159660272,0.268440203,0.108384133,0.061500373,0.374559583,0.437939033,0.149895039,0.414170463,0.303663753,0.211102227,0.441355556,0.397536189,0.166854034,0.216074793,0.2661459,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2020,Europe,0.924796521,0.969237219,0.890626505,0.867649743,0.759028465,0.836094373,0.85980218,0.876031286,0.946050245,0.695802145,0.780592286,0.750512815,0.840309546,0.474076137,0.782559988,0.833955441,0.750751179,0.838200998,0.927663841,0.819632685,0.893190551,0.741462817,0.678060341,0.806607671,Deficient Democracy,0.913970168,0.904629541,0.880200171,0.810270604,0.688650154,0.780802043,0.804356029,0.795503824,0.885042205,0.591448918,0.67567486,0.637954332,0.721828011,0.412518166,0.672220995,0.760452829,0.673067321,0.764324194,0.899486697,0.758094288,0.827341593,0.634086048,0.584964657,0.731368297,Deficient Democracy,0.770663768,0.888467451,0.776812601,0.68101026,0.73254539,0.836094373,0.655920778,0.864753208,0.946050245,0.695802145,0.780592286,0.720008733,NA,0.474076137,NA,NA,0.730681512,NA,0.810228611,0.747161522,0.812617039,0.731278145,NA,NA
Russia,2020,Post-Soviet States (without EU-members),0.250880812,0.627985733,0.452527035,0.439418073,0.549774701,0.235459001,0.337439005,0.324165096,0.376405915,0.092171508,0.491231844,0.180446095,0.262566752,0.308399,0.166572749,0.24596619,0.442445773,0.260755539,0.414655329,0.384585277,0.345307484,0.201408084,0.238041246,0.305016267,Moderate Autocracy,0.222479695,0.576860541,0.401298435,0.403634447,0.513983873,0.216284604,0.271744285,0.283764726,0.303124875,0.075586971,0.433931545,0.147978197,0.207756341,0.26759613,0.13180094,0.207342366,0.396256096,0.219809358,0.372057069,0.355348462,0.285921492,0.169312348,0.194230551,0.262363487,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,2020,Sub-Saharan Africa,0.155039581,0.630747465,0.452222321,0.339150776,0.596571052,0.226481877,0.225134606,0.216538943,0.189610247,0.441439724,0.594681157,0.156284413,0.068169918,0.526993703,0.481462641,0.204337637,0.480207193,0.270984907,0.353630758,0.357845985,0.209868226,0.344897795,0.258614932,0.298474599,Moderate Autocracy,0.14058265,0.588477927,0.410054077,0.31339521,0.561878016,0.209282539,0.193160095,0.196518611,0.162681047,0.401684327,0.555803158,0.142209674,0.058220045,0.477172496,0.411189825,0.181877837,0.443889082,0.241199563,0.323718619,0.332778911,0.183464771,0.316649164,0.225214716,0.269035911,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,2020,Sub-Saharan Africa,0.888192664,0.913732342,0.772462699,0.806849861,0.843883943,0.826509348,0.840075872,0.746927305,0.697531746,0.744608312,0.790743428,0.636819036,0.712748724,0.814181099,0.853228736,0.795969726,0.820025453,0.752929226,0.855857049,0.825608979,0.759253743,0.721096138,0.791117478,0.78914961,Deficient Democracy,0.796858849,0.822354945,0.693029522,0.697161635,0.745343213,0.714148488,0.756030135,0.673273988,0.627746895,0.668008924,0.711649233,0.571308152,0.650628116,0.739132685,0.778864397,0.711662063,0.736748343,0.673180335,0.768653864,0.71860919,0.683657378,0.647599081,0.72084025,0.706710376,Deficient Democracy,0.740160553,0.83758798,0.579347024,0.685076408,0.760275763,0.826509348,0.794942737,0.6003242,0.697531746,0.744608312,0.790743428,0.625115318,0.621054571,0.814181099,0.716712139,0.714647185,0.755490153,0.683929105,0.710828858,0.755067845,0.693045729,0.716651263,0.712960024,0.717426135
Saudi Arabia,2020,Middle East and North Africa,0.001,0.001,0.001,0.064696257,0.170656116,0.067331478,0.097388041,0.114386646,0.157836293,0.268425424,0.304565611,0.472102865,0.07964066,0.451972248,0.096131564,0.042254081,0.076887894,0.054533771,0.001,0.090588497,0.120696852,0.337945797,0.151253074,0.056164779,Hard Autocracy,0.000751,0.000856704,0.000751,0.054276043,0.154524431,0.056486826,0.076968459,0.100528613,0.124742383,0.238437517,0.283770418,0.419360556,0.070393811,0.420070677,0.084970004,0.035018214,0.069196068,0.04519505,0.0007847,0.077956231,0.098826217,0.305006969,0.135948419,0.047843407,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2020,Sub-Saharan Africa,0.875192329,0.88850924,0.727914941,0.808801606,0.872986042,NA,0.874297885,0.96617496,0.924446155,0.700802639,0.852847224,0.696262389,0.43103373,0.728346155,NA,0.715059835,0.85819666,NA,0.827209211,NA,0.920871309,0.746586217,NA,NA,NA,0.771527406,0.791096899,0.641694754,0.712920434,0.777231932,NA,0.81808771,0.886277663,0.865011858,0.573551541,0.731650052,0.569835705,NA,NA,NA,NA,NA,NA,0.731649662,NA,0.855980579,0.620690606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia,2020,Europe,0.264845579,0.796772163,0.582405704,0.648698239,0.776184196,0.382612302,0.550398165,0.435369006,0.358133143,0.599522935,0.744115756,0.293427331,0.710146976,0.48856977,0.468530841,0.525984921,0.628267667,0.40555855,0.497184408,0.577548971,0.441089107,0.507748858,0.545763314,0.511749219,Hybrid Regime,0.228711898,0.727508467,0.502946336,0.532547554,0.69100075,0.314104823,0.459924235,0.39103718,0.299263555,0.510101601,0.674406625,0.249661427,0.578567261,0.433296602,0.381719016,0.440219015,0.564739736,0.339429095,0.43740407,0.487121359,0.377560071,0.441207942,0.457398052,0.438620309,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2020,Sub-Saharan Africa,0.837317427,0.96729698,0.904695778,0.77632507,0.723804814,0.710808546,0.703195946,0.662144623,0.726557089,0.819878393,0.901826703,0.842247317,0.614257429,0.814354044,0.629521531,0.74545596,0.806146737,0.756475792,0.901538287,0.736443171,0.69678638,0.853959726,0.68033804,0.768912714,Deficient Democracy,0.768392265,0.919794355,0.830224256,0.727619865,0.69556291,0.666213727,0.630450708,0.622335716,0.651395153,0.746041379,0.853914344,0.766395792,0.579961107,0.785456185,0.594372956,0.686530903,0.767922922,0.696679664,0.837188102,0.696014328,0.63460983,0.787426656,0.646933973,0.716149377,Deficient Democracy,0.837317427,0.725472735,0.678521834,0.675727822,0.636645213,0.710808546,0.587297412,0.605741052,0.726557089,0.819878393,0.901826703,0.829245827,NA,0.814354044,NA,NA,0.728699356,NA,0.744203459,0.673711519,0.636998309,0.849542823,NA,NA
Sierra Leone,2020,Sub-Saharan Africa,0.602508641,0.85214733,0.588299187,0.760402343,0.761666117,0.836420558,0.790141617,0.808211912,0.897124952,0.618417677,0.773007617,0.675976508,0.604496662,0.880235021,0.660818815,0.67031277,0.81379946,0.722733153,0.670952958,0.785375942,0.83054093,0.686223769,0.705816245,0.733259372,Deficient Democracy,0.498751496,0.719589185,0.486989032,0.614533141,0.635513882,0.67596866,0.703337808,0.707724506,0.798568109,0.50629095,0.649160942,0.553413657,0.500636398,0.74348528,0.547281684,0.559117665,0.689826274,0.602842272,0.559108386,0.641503412,0.735269786,0.566588131,0.588394453,0.614915652,Deficient Democracy,NA,NA,0.44122439,0.725010883,0.606699868,0.836420558,0.64442576,0.755207268,0.897124952,0.618417677,0.773007617,0.609852317,0.567699801,0.880235021,0.495614111,NA,NA,0.631046115,NA,0.716551993,0.758631136,0.663076213,0.627991381,NA
Singapore,2020,South-East Asia,0.644460085,0.855232806,0.431596501,0.697954,0.645301682,0.451013347,0.42476377,0.449702606,0.221131329,0.48645612,0.809501484,0.839904562,0.86107767,0.867655283,0.547422463,0.603463848,0.705127226,0.456345768,0.619611444,0.587840716,0.348263304,0.691560884,0.742285059,0.579078699,Hybrid Regime,0.624706319,0.835864838,0.418367355,0.651191224,0.618750316,0.420795545,0.403070311,0.434864388,0.209837749,0.481995266,0.799887606,0.832202549,0.858763688,0.860150915,0.54595137,0.583897127,0.688528294,0.441549206,0.602268175,0.553475458,0.332562103,0.684594797,0.738812264,0.562012204,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,2020,Europe,0.933493143,0.958530777,0.919716116,0.922921147,0.88895483,0.88073708,0.883670963,0.926063452,0.956429003,0.810135211,0.83018812,0.919083195,0.836530106,0.803970429,0.9509078,0.876034237,0.879647389,0.924973328,0.937109478,0.897353424,0.92156935,0.85184965,0.8615623,0.89327731,Working Democracy,0.869550429,0.89541223,0.856717105,0.894689825,0.847147013,0.853796131,0.858711505,0.883576654,0.92941448,0.721285676,0.758187384,0.818285064,0.769795965,0.7464698,0.875049185,0.820086189,0.8237643,0.865899779,0.873745753,0.864958269,0.890089441,0.764885031,0.795194643,0.836328117,Working Democracy,0.933493143,0.718898083,0.791377351,0.712026972,0.869848748,0.88073708,0.693524291,0.893816198,0.956429003,0.810135211,0.83018812,0.904895614,NA,0.803970429,NA,NA,0.82102272,NA,0.809817874,0.81707544,0.84008045,0.847443661,NA,NA
Slovenia,2020,Europe,0.951979039,0.972534003,0.894370013,0.832221257,0.845686339,0.854803451,0.724844983,0.82587497,0.875246001,0.819866569,0.923817335,0.594120441,0.82161471,0.754903637,0.899167547,0.826998158,0.861194421,0.814040008,0.939037934,0.844185967,0.806175989,0.766304296,0.823126877,0.833842129,Working Democracy,0.939851198,0.94732624,0.882976088,0.792967549,0.809275767,0.8144846,0.678295986,0.783213699,0.819038364,0.764170092,0.874356317,0.553759709,0.70621769,0.686128764,0.772878115,0.77120969,0.815293709,0.759125684,0.922930935,0.805523614,0.757765082,0.717904398,0.720806027,0.781507982,Deficient Democracy,0.777449548,0.907698403,0.760634896,0.651407413,0.81800411,0.854803451,0.554045683,0.814011791,0.875246001,0.819866569,0.923817335,0.58508569,0.698363275,0.754903637,0.75530074,0.693711688,0.841319734,0.758756469,0.812699535,0.769410573,0.733559708,0.762400058,0.735694665,0.762220862
Solomon Islands,2020,Small island states,0.647207046,0.8628862,0.795201977,0.889706713,0.663006924,0.673530211,0.786911903,0.863740505,0.840371612,0.782509586,0.728890779,0.704758923,0.735218202,0.569596971,0.634708599,0.764230607,0.728478939,0.725745203,0.76294179,0.735146686,0.829711147,0.73801338,0.642963177,0.739279279,Deficient Democracy,0.562544004,0.751721949,0.691179285,0.745143453,0.566972052,0.564092211,0.738904199,0.782098355,0.789102453,0.684546809,0.637039372,0.616529791,0.596281886,0.479327593,0.514765874,0.661253309,0.633192543,0.627953673,0.663643454,0.619988853,0.769710894,0.645418135,0.527915725,0.640634641,Deficient Democracy,0.528552421,0.805360453,0.596401483,0.824463832,0.545874003,0.673530211,0.717770027,0.723697787,0.840371612,0.782509586,0.728890779,0.639780628,NA,0.569596971,NA,NA,0.667074004,NA,0.63319726,0.671749008,0.758585689,0.714596804,NA,NA
Somalia,2020,Sub-Saharan Africa,0.001,0.001,0.001,0.698266818,0.531574898,0.452691294,0.297615962,0.786621221,0.569215546,0.140344746,0.200952536,0.29448535,0.088744164,0.281612365,0.454444743,0.076313736,0.118799624,0.128092805,0.001,0.551818179,0.510778816,0.202512164,0.224779932,0.10511084,Hard Autocracy,0.000751,0.000779071,0.000751,0.544462237,0.421982559,0.352978701,0.246011914,0.642943005,0.470518466,0.106618702,0.157459535,0.223718,0.067998388,0.221609302,0.348208928,0.059235106,0.094093614,0.099426279,0.000760243,0.432849502,0.42063147,0.15544178,0.173770281,0.082138513,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somaliland,2020,Sub-Saharan Africa,0.59401271,0.730933759,0.389416075,0.742659433,0.455159908,0.608694405,0.514793996,0.708418451,0.786004068,0.341960021,0.480388945,0.278949755,0.391374307,0.533158963,0.560976327,0.497229987,0.570369535,0.493107604,0.552962752,0.590361015,0.65935005,0.357847599,0.4891753,0.519061054,Hybrid Regime,0.490677387,0.601327323,0.321672683,0.624165417,0.377704158,0.511574997,0.443283906,0.595040977,0.676820158,0.274611669,0.389670559,0.22401115,0.32859124,0.442202622,0.470986223,0.414601182,0.471439207,0.411163849,0.456149344,0.494068227,0.563076463,0.288333701,0.409036283,0.431542645,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2020,Sub-Saharan Africa,0.706544765,0.904906688,0.860374775,0.827440013,0.7979778,0.789809483,0.807336382,0.884597587,0.906195371,0.823190777,0.875111963,0.736283549,0.754839445,0.77426819,0.79541756,0.782451021,0.845783248,0.815482085,0.819364324,0.804914759,0.8649826,0.809474312,0.774664628,0.814160863,Working Democracy,0.596681372,0.758751621,0.726591755,0.730548671,0.684134612,0.69732459,0.769832346,0.78815385,0.864098935,0.774067945,0.774278767,0.692346792,0.647666905,0.654386622,0.682483716,0.700138106,0.7299898,0.729694342,0.690310044,0.703734052,0.80634991,0.745876125,0.66134205,0.719803292,Deficient Democracy,0.529908574,0.904906688,0.645281081,0.672941982,0.747480252,0.789809483,0.650221555,0.835598734,0.906195371,0.823190777,0.875111963,0.66992322,NA,0.77426819,NA,NA,0.825336908,NA,0.676370347,0.735134092,0.789636094,0.784385787,NA,NA
South Korea,2020,East Asia,0.962916713,0.944478909,0.949180843,0.928334689,0.878459171,0.944037149,0.874584314,0.987889801,0.937958331,0.807704986,0.925310891,0.882635545,0.893252249,0.860097138,0.947190286,0.891793646,0.918103208,0.931854375,0.952160113,0.916512547,0.93231909,0.870510372,0.899469177,0.913765259,Working Democracy,0.947413944,0.928857243,0.933899219,0.880884388,0.848418114,0.895784243,0.861716796,0.972234711,0.924158408,0.774609153,0.898429054,0.846469421,0.83702775,0.825489503,0.887570733,0.85847795,0.89311025,0.897042087,0.936690795,0.874803989,0.918249499,0.838286673,0.849607091,0.882705188,Working Democracy,0.914770877,0.755583127,0.711885633,0.721743689,0.854336113,0.944037149,0.766692916,0.862786461,0.937958331,0.807704986,0.925310891,0.875931037,NA,0.860097138,NA,NA,0.849825782,NA,0.789468737,0.834962456,0.852909148,0.868300633,NA,NA
South Sudan,2020,Sub-Saharan Africa,0.001,0.001,0.001,0.53646911,0.163138806,0.195738502,0.107420278,0.322765595,0.336671981,0.196783304,0.157477928,0.165201995,0.087527818,0.129753835,0.1863212,0.063001816,0.064026075,0.072682885,0.001,0.257786055,0.226843755,0.172348593,0.128383593,0.066432516,Hard Autocracy,0.000751,0.00076464,0.000751,0.442787004,0.130773457,0.161557233,0.097196391,0.270898386,0.304628715,0.149413785,0.121076024,0.125434703,0.066956036,0.100133471,0.142529875,0.050342302,0.050499157,0.058078068,0.00075552,0.210707645,0.200174675,0.131408112,0.098497446,0.052853829,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,2020,Europe,0.986553685,0.993379409,0.95276415,0.954702236,0.929915375,0.87620625,0.879956642,0.879135018,0.977736243,0.928551307,0.953667874,0.965376892,0.950910746,0.926873709,0.798529824,0.939461787,0.935850282,0.911507616,0.977403211,0.919685286,0.911128271,0.949073803,0.889509287,0.928856445,Working Democracy,0.974679773,0.978482122,0.941296921,0.943395558,0.916059111,0.865829211,0.860668159,0.861608425,0.956304449,0.913423128,0.937340383,0.949648741,0.921612287,0.904257126,0.773926366,0.921981815,0.918745277,0.89454777,0.964673826,0.907855063,0.891758552,0.933349093,0.863999079,0.911675612,Working Democracy,0.871455755,0.860928821,0.714573113,0.73084564,0.915481156,0.87620625,0.699259509,0.839879678,0.977736243,0.928551307,0.953667874,0.954106635,NA,0.926873709,NA,NA,0.898359757,NA,0.812368522,0.836938999,0.831174842,0.945366027,NA,NA
Sri Lanka,2020,South Asia,0.861991303,0.96599448,0.712619037,0.709191985,0.769941752,0.639683823,0.495894213,0.727718023,0.571315486,0.514256944,0.552273134,0.70213547,0.459899481,0.399549308,0.362390816,0.590336676,0.653768497,0.581111374,0.840320548,0.704253508,0.590757697,0.584231539,0.405325097,0.607567279,Deficient Democracy,0.800056861,0.89926327,0.661417056,0.597726217,0.683015154,0.539142855,0.452692695,0.671851946,0.521543386,0.469504011,0.509901998,0.641032509,0.370411528,0.346484966,0.29187625,0.518979364,0.592314517,0.510869176,0.780718313,0.603780153,0.541322197,0.535388072,0.33459739,0.53951566,Deficient Democracy,0.718326086,0.88549494,0.534464278,0.69433123,0.593590049,0.639683823,0.434484682,0.635906171,0.571315486,0.514256944,0.552273134,0.653625579,NA,0.399549308,NA,NA,0.59368764,NA,0.697925075,0.641218769,0.540440435,0.570454539,NA,NA
Sudan,2020,Middle East and North Africa,0.001,0.001,0.001,0.583831126,0.266611716,0.170635266,0.371509342,0.707391398,0.745357594,0.396188867,0.355692716,0.380692246,0.153837762,0.560056012,0.001,0.10574125,0.130307403,0.034435112,0.001,0.298363085,0.58076183,0.377152586,0.044167024,0.077995883,Hard Autocracy,0.000751,0.000774045,0.000751,0.502799674,0.220993503,0.14695235,0.331478488,0.596827717,0.665043864,0.330720641,0.290269158,0.317784759,0.121150675,0.443924701,0.000787522,0.087107487,0.105638205,0.028366943,0.000758605,0.25369798,0.508609977,0.312462872,0.03485775,0.063909146,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,2020,Latin America,0.795696287,0.943554729,0.849445186,0.841845998,0.758874602,0.909680456,0.833366473,0.940216471,0.766214062,0.600574473,0.711207528,0.777481485,0.773733469,0.614570227,0.689643616,0.763475055,0.782972603,0.794946357,0.860762349,0.834508013,0.843602774,0.692496777,0.689597809,0.780356551,Deficient Democracy,0.767017386,0.891078696,0.818829038,0.763699597,0.695240399,0.825237157,0.779136779,0.874453505,0.71635418,0.521883724,0.637704988,0.675611353,0.691274906,0.558754775,0.616146703,0.697129087,0.719657356,0.725865534,0.824084037,0.759530897,0.78733473,0.608083896,0.619705555,0.714109893,Deficient Democracy,0.729388263,0.786295607,0.637083889,0.820638585,0.588273185,0.909680456,0.745239098,0.804588971,0.766214062,0.600574473,0.711207528,0.603674559,NA,0.614570227,NA,NA,0.695442724,NA,0.714902936,0.760104464,0.771625565,0.636485766,NA,NA
Sweden,2020,Europe,0.931397034,0.978203392,0.964517328,0.964119025,0.946345752,0.973440065,0.949301079,0.96291322,0.981925128,0.978012475,0.952206434,0.943169305,0.949001169,0.951948599,1,0.954236719,0.958257335,0.972428003,0.957836428,0.961235723,0.964620527,0.957682875,0.966703777,0.961609129,Working Democracy,0.896272345,0.940638447,0.928143612,0.956195777,0.923844569,0.965440216,0.948766034,0.943638637,0.981371695,0.972996164,0.931012405,0.938331708,0.943269803,0.9303344,0.993960634,0.943145292,0.933865604,0.961125133,0.921494259,0.948324649,0.957780793,0.94727119,0.955464888,0.945977859,Working Democracy,0.698547776,0.978203392,0.723387996,0.725898068,0.943588733,0.973440065,0.777971682,0.895971024,0.981925128,0.978012475,0.952206434,0.845893785,0.870475824,0.951948599,0.81,0.803946836,0.943995876,0.86121572,0.79067655,0.873619933,0.881276202,0.923557161,0.875558316,0.867833596
